Category,Description,Data.Protein,Data.Fat.Total Lipid,Data.Fat.Polysaturated Fat,Data.Carbohydrate,Data.Fiber,Data.Water,Data.Vitamins.Vitamin A,Data.Major Minerals.Calcium,Data.Vitamins.Vitamin E,Data.Vitamins.Vitamin K,Data.Thiamin,Data.Riboflavin,Data.Niacin,Data.Vitamins.Vitamin B6,Data.Vitamins.Vitamin B12,Data.Choline,Data.Vitamins.Vitamin C,Data.Major Minerals.Phosphorus,Data.Major Minerals.Magnesium,Data.Major Minerals.Sodium,Data.Major Minerals.Potassium,Data.Major Minerals.Copper,Data.Major Minerals.Iron,Data.Major Minerals.Zinc
Sausage,"Sausage, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",3.78,7.12,1.944,12.78,1.3,74.89,7,12,0.47,7.7,0.09,0.06,1.626,0.166,0.13,18.3,4,53,16,352,237,0.098,0.43,0.55
Pork,"Pork, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",4.98,6.84,2.228,11.22,1.4,75.67,79,15,0.82,15.6,0.189,0.075,1.489,0.214,0.1,21.7,7,62,15,306,238,0.095,0.41,0.52
Pork,"Pork, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",5.03,6.43,2.058,12.37,1.3,74.91,3,13,0.58,9.6,0.188,0.079,1.567,0.21,0.1,22.7,4,65,17,301,244,0.095,0.41,0.55
Pork,"Pork, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",6.59,5.44,1.676,14.94,1.7,71.61,4,14,0.47,10.1,0.247,0.088,2.03,0.277,0.13,29.6,5.4,81,22,308,317,0.122,0.52,0.71
Pork chow mein or chop suey with noodles,Pork chow mein or chop suey with noodles,10.41,6.38,1.199,11.17,1.5,70.83,8,20,0.45,11.8,0.376,0.202,2.582,0.216,0.21,38.9,4.4,102,16,325,216,0.051,1.35,0.94
Pork,"Pork, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce",9.99,7.9,2.288,8.03,1.1,72.97,121,27,0.91,30.6,0.351,0.135,2.309,0.259,0.22,35.4,13.1,106,19,222,262,0.054,0.82,0.98
Pork,"Pork, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce",10.17,8.15,2.368,7.8,0.8,72.81,8,21,0.78,19.5,0.361,0.142,2.53,0.266,0.23,35.7,12,105,19,217,245,0.083,0.91,1
Pork,"Pork, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",5.61,5.07,1.651,14.96,1.1,73.01,85,17,1.04,13.9,0.22,0.077,1.768,0.159,0.1,18.7,5.7,66,15,310,179,0.079,1.03,0.66
Pork,"Pork, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",5.64,5.07,1.652,16.08,1,71.9,9,15,0.85,8.3,0.218,0.08,1.84,0.154,0.1,19.7,2.6,68,17,304,185,0.078,1.03,0.68
Ham,"Ham, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",5.56,5.06,1.679,15.02,1.7,72.66,4,12,0.46,9.8,0.197,0.089,2.087,0.235,0.12,28,5.3,87,21,457,316,0.138,0.56,0.71
Ham,"Ham, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",5.47,5.9,2.029,13.4,1.8,73.5,106,14,0.82,18.2,0.198,0.084,1.973,0.24,0.12,26.5,9.4,83,19,461,306,0.138,0.56,0.67
Sweet and sour pork with rice,Sweet and sour pork with rice,10.12,7.12,2.47,19.75,0.9,61.25,8,28,0.77,7.3,0.265,0.134,3.196,0.24,0.21,34.1,11,115,20,335,225,0.084,0.99,0.84
Shepherd's pie with lamb,Shepherd's pie with lamb,7.12,5.07,1.071,13.08,1.1,73.22,37,16,0.54,5.9,0.083,0.087,2.072,0.206,0.5,28.4,9.3,78,21,350,326,0.167,0.81,1.27
Lamb or mutton stew with potatoes and vegetables including carrots,"Lamb or mutton stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",8.8,2.28,0.211,11.66,1.7,75.87,47,13,0.13,6.9,0.074,0.089,2.03,0.149,0.57,37.8,3.6,74,19,303,234,0.131,0.99,1.72
Lamb or mutton,"Lamb or mutton, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",5.05,5.51,1.12,16.34,0.7,71.93,3,14,0.28,6.3,0.099,0.067,1.784,0.08,0.34,17.7,0.7,60,13,309,104,0.062,0.92,0.92
Lamb or mutton,"Lamb or mutton, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",5.13,5.31,1.222,15.15,1.1,73.03,86,17,0.89,13.1,0.1,0.067,1.893,0.104,0.34,18.3,5.7,59,15,316,166,0.088,1.15,0.93
Lamb or mutton,"Lamb or mutton, rice, and vegetables  including carrots, broccoli, and/or dark-green leafy; gravy",5.02,5.5,1.119,15.2,0.8,73.06,81,16,0.48,12,0.1,0.064,1.71,0.085,0.34,16.7,3.8,57,11,315,99,0.062,0.92,0.9
Lamb or mutton stew with potatoes and vegetables excluding carrots,"Lamb or mutton stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",9.31,2.31,0.224,11.92,1.8,75.16,23,13,0.06,7,0.12,0.084,2.171,0.158,0.57,38.6,5.1,80,19,256,222,0.136,1.15,1.77
Stuffed grape leaves with lamb and rice,Stuffed grape leaves with lamb and rice,8.17,21.52,2.633,11.91,3.3,57.36,359,105,2.47,76.7,0.081,0.16,2.789,0.17,0.6,27.8,8.1,89,38,71,191,0.189,1.83,1.58
Lamb or mutton stew with potatoes and vegetables including carrots,"Lamb or mutton stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",8.25,1.89,0.217,11.66,1.9,76.73,50,14,0.4,7.3,0.072,0.093,2.066,0.163,0.55,37.9,4.8,73,21,277,273,0.133,1.04,1.57
Lamb or mutton stew with potatoes and vegetables excluding carrots,"Lamb or mutton stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",8.75,1.92,0.23,11.91,1.9,75.93,26,14,0.32,7.4,0.117,0.089,2.202,0.172,0.55,38.6,6.3,78,21,285,261,0.138,1.19,1.61
Veal fricassee,"Veal fricassee, Puerto Rican style",16.36,8.1,3.132,7.24,1.2,65.38,7,15,1.28,4.9,0.071,0.169,4.743,0.275,0.48,65.1,9.9,137,24,615,373,0.125,1.01,1.83
Veal stew with potatoes and vegetables including carrots,"Veal stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",6.35,2.77,0.169,7.07,1.3,82.77,68,17,0.22,5.1,0.101,0.098,2.12,0.183,0.45,29.5,4.8,81,20,244,196,0.066,0.62,0.69
Veal stew with potatoes and vegetables excluding carrots,"Veal stew with potatoes and vegetables excluding carrots, broccoli, and/or dark-green leafy; tomato-based sauce",6.18,2.59,0.157,8.53,1.4,81.64,5,15,0.16,4,0.1,0.092,2.068,0.205,0.42,28.8,6.6,82,21,224,226,0.075,0.68,0.67
Rabbit stew with potatoes and vegetables,Rabbit stew with potatoes and vegetables,6.97,1.81,0.367,4.44,0.7,85.27,50,14,0.15,4.3,0.04,0.075,1.919,0.121,1.35,28.6,2.4,64,10,281,162,0.079,0.71,0.6
Stewed rabbit,"Stewed rabbit, Puerto Rican style,",17.14,12.7,1.751,6.83,1,60.38,2,20,1.57,6.8,0.05,0.11,4.067,0.227,2.26,51.1,6,145,21,440,342,0.149,1.73,1.4
Venison or deer stew with potatoes and vegetables including carrots,"Venison or deer stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",7.52,0.82,0.092,8.39,1.6,82.15,80,16,0.3,4.3,0.123,0.153,1.943,0.213,0.52,31,19.2,78,18,212,282,0.111,1.34,1.71
Venison or deer stew with potatoes and vegetables excluding carrots,"Venison or deer stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",7.79,0.84,0.092,8.38,1.6,81.87,9,15,0.26,4,0.141,0.156,1.974,0.215,0.53,32,21.1,81,19,225,272,0.117,1.4,1.77
Venison or deer,"Venison or deer, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",5.95,6.5,2.331,11.17,1.4,75.15,78,13,0.94,16.2,0.076,0.118,1.682,0.204,0.4,26.2,6.9,63,15,317,222,0.124,0.92,1.31
Venison or deer,"Venison or deer, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",6.01,6.1,2.163,12.31,1.3,74.39,3,11,0.7,10.3,0.074,0.121,1.761,0.2,0.4,27.3,3.9,66,17,312,228,0.124,0.92,1.34
Venison or deer,"Venison or deer, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",7.43,5.11,1.795,13.64,1.5,72.54,87,16,1.17,14,0.161,0.174,2.235,0.129,0.44,33.8,5.6,82,19,311,166,0.121,1.67,1.54
Venison or deer,"Venison or deer, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",7.47,5.11,1.796,14.75,1.4,71.43,11,14,0.98,8.5,0.16,0.177,2.308,0.124,0.44,34.8,2.5,85,21,305,171,0.121,1.67,1.56
Chicken or turkey,"Chicken or turkey, potatoes, corn, and cheese, with gravy",4.55,6.2,1.595,13.22,1.1,74.66,27,36,0.46,3.4,0.032,0.049,1.637,0.108,0.12,17.3,0.7,96,17,359,220,0.045,0.42,0.49
Chicken or turkey,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",6.16,5.97,2.172,13.29,1.8,73.14,107,16,0.9,18.8,0.08,0.057,2.212,0.227,0.06,22.4,9.3,75,19,345,281,0.123,0.45,0.52
Chicken or turkey,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",6.21,5.7,2.057,14.81,1.7,71.84,5,13,0.61,11,0.078,0.061,2.314,0.221,0.06,23.7,5.3,78,21,356,289,0.122,0.45,0.55
Chicken or turkey,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",4.72,6.82,2.42,11.17,1.4,75.99,79,14,0.9,16,0.065,0.056,1.705,0.174,0.05,17.4,6.9,60,15,342,218,0.096,0.36,0.4
Chicken or turkey,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",4.75,6.82,2.421,12.27,1.3,74.9,4,12,0.7,10.6,0.063,0.059,1.776,0.169,0.05,18.4,3.9,63,17,336,223,0.095,0.36,0.42
Chicken or turkey,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",4.79,7.11,2.843,11.09,1.4,75.69,78,24,0.93,19.4,0.062,0.054,1.6,0.163,0.09,19,6.4,65,14,342,220,0.089,0.36,0.41
Chicken or turkey,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cream sauce, white sauce, or mushroom sauce",4.84,6.74,2.689,12.15,1.3,74.98,9,22,0.7,13.9,0.061,0.057,1.672,0.159,0.09,20,3.6,67,16,338,225,0.089,0.35,0.43
Chicken or turkey,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce",7.54,5.93,0.933,11.71,1.4,73.2,104,96,0.4,11.5,0.073,0.11,1.758,0.187,0.14,18.6,7.3,120,20,343,255,0.1,0.44,0.74
Chicken or turkey,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",7.57,5.93,0.934,12.86,1.3,72.06,26,94,0.2,5.8,0.072,0.113,1.832,0.182,0.14,19.6,4.2,122,22,337,260,0.099,0.44,0.76
Chicken or turkey,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",4.81,7.02,2.681,11.09,1.7,75.62,84,15,1.33,17.5,0.065,0.059,1.874,0.191,0.05,18.9,8.6,62,18,341,282,0.12,0.58,0.43
Chicken or turkey,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",4.84,7.03,2.682,12.18,1.6,74.53,9,13,1.14,12.1,0.063,0.061,1.944,0.186,0.05,19.8,5.6,64,20,335,287,0.119,0.58,0.46
Chicken or turkey stew with potatoes and vegetables including carrots,"Chicken or turkey stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",6.08,2.33,0.646,7.85,1.2,82.6,95,17,0.3,5.3,0.055,0.082,2.056,0.148,0.07,18.3,5,73,14,253,238,0.071,0.5,0.47
Chicken or turkey stew with potatoes and vegetables excluding carrots,"Chicken or turkey stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",6.57,2.27,0.633,8.68,1.5,81.37,17,16,0.22,7.3,0.086,0.087,2.098,0.145,0.07,20.9,5.4,78,16,248,210,0.08,0.68,0.53
Chicken or turkey stew with potatoes and vegetables including carrots,"Chicken or turkey stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",6.33,2.41,0.679,9.05,1.9,80.85,101,27,0.51,6.2,0.248,0.1,2.287,0.185,0.07,20.3,9.2,78,17,291,305,0.086,0.7,0.5
Chicken or turkey stew with potatoes and vegetables excluding carrots,"Chicken or turkey stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; tomato- based sauce",6.82,2.34,0.665,9.83,2.2,79.68,26,26,0.42,8.2,0.277,0.105,2.333,0.181,0.07,22.8,9.9,84,19,285,275,0.094,0.88,0.56
Chicken or turkey,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",7.95,5.46,1.775,16.59,1.5,68.67,112,18,0.8,15.7,0.195,0.128,2.707,0.097,0.12,30.2,5.1,98,20,351,113,0.084,1.15,0.75
Chicken or turkey,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",8,5.41,1.752,18.11,1.4,67.19,9,16,0.53,8,0.193,0.132,2.806,0.091,0.12,31.5,0.9,101,22,352,120,0.083,1.15,0.78
Chicken or turkey,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",6.08,5.62,1.786,13.69,1.1,73.42,83,16,0.72,12.8,0.151,0.109,2.079,0.079,0.09,23.3,3.8,77,15,335,94,0.067,0.88,0.58
Chicken or turkey,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",6.13,5.2,1.611,14.86,1,72.6,7,14,0.48,6.7,0.15,0.112,2.16,0.074,0.09,24.4,0.7,80,17,344,100,0.067,0.88,0.6
Chicken or turkey,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",6.06,5.62,2.106,13.46,1.2,73.62,82,26,0.73,16.1,0.142,0.103,1.952,0.075,0.13,24.6,3.5,81,15,338,106,0.063,0.83,0.58
Chicken or turkey,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",6.09,5.63,2.106,14.5,1.1,72.56,11,24,0.54,10.9,0.14,0.106,2.018,0.071,0.13,25.5,0.6,84,17,345,111,0.062,0.83,0.6
Chicken or turkey,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",6.16,5.84,2.057,13.58,1.5,73.03,88,17,1.18,14.3,0.15,0.111,2.248,0.097,0.09,24.8,5.6,79,18,348,161,0.092,1.1,0.61
Chicken or turkey,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",6.19,5.84,2.058,14.69,1.4,71.93,12,15,0.98,8.8,0.148,0.114,2.32,0.092,0.09,25.7,2.5,81,20,342,166,0.091,1.1,0.63
Chicken or turkey chow mein or chop suey with noodles,Chicken or turkey chow mein or chop suey with noodles,9.91,5.43,1.25,11.15,1.5,72.26,10,19,0.52,11.7,0.101,0.159,3.085,0.128,0.11,29.7,4.2,99,14,408,174,0.053,1.25,0.68
Chicken or turkey,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce",8.9,5.97,0.797,14.16,1.1,69.44,108,99,0.37,9.5,0.161,0.164,2.122,0.087,0.19,24.4,4,137,20,346,125,0.069,0.97,0.92
Chicken or turkey,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",8.93,5.97,0.799,15.32,1.1,68.3,29,97,0.17,3.7,0.159,0.167,2.196,0.082,0.19,25.4,0.9,140,22,340,130,0.068,0.97,0.94
Chicken or turkey,"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",6.78,5.47,1.937,18.2,1,68.3,108,17,0.85,16.8,0.119,0.054,2.323,0.124,0.06,15.9,5,77,14,345,110,0.066,0.98,0.65
Chicken or turkey,"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",6.85,4.96,1.727,19.78,0.9,67.14,5,14,0.53,8.8,0.117,0.058,2.431,0.118,0.06,17.3,0.9,81,17,356,117,0.065,0.98,0.68
Chicken or turkey,"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",5.21,5.66,1.923,14.89,0.8,73.05,80,15,0.76,13.7,0.094,0.054,1.798,0.099,0.05,12.8,3.7,62,11,344,92,0.054,0.75,0.5
Chicken or turkey,"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",5.25,5.46,1.837,16.03,0.7,72.1,4,13,0.55,7.9,0.093,0.057,1.874,0.094,0.05,13.8,0.7,65,13,339,98,0.053,0.75,0.52
Chicken or turkey,"Chicken or turkey, rice, corn, and cheese, with gravy",5.66,7.96,1.801,14.37,0.7,70.51,20,38,0.52,2.7,0.064,0.055,1.877,0.087,0.12,15.8,0.8,100,16,431,141,0.056,0.69,0.58
Chicken or turkey,"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce",9.4,6.93,2.34,8.07,1.1,74.47,123,26,0.98,30.6,0.074,0.095,2.754,0.168,0.11,25.7,12.9,102,18,306,215,0.057,0.7,0.72
Chicken or turkey,"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce",9.56,7.15,2.422,7.84,0.8,74.36,10,20,0.85,19.5,0.074,0.102,2.99,0.172,0.11,25.7,11.8,101,17,305,197,0.086,0.79,0.73
Chicken or turkey,"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",5.26,5.66,2.23,14.58,0.8,73.27,79,25,0.76,16.9,0.089,0.052,1.692,0.094,0.09,14.8,3.5,67,11,346,104,0.051,0.72,0.51
Chicken or turkey,"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; cream sauce, white sauce, or mushroom sauce",5.31,5.28,2.072,15.67,0.8,72.55,9,23,0.54,11.3,0.088,0.055,1.765,0.09,0.09,15.7,0.6,70,13,342,109,0.05,0.72,0.53
Chicken or turkey,"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce",8.05,5.15,0.58,15.54,0.8,69.77,105,98,0.31,9.5,0.104,0.108,1.848,0.108,0.15,13.7,4,122,16,344,123,0.056,0.85,0.84
Chicken or turkey,"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",8.09,5.16,0.582,16.69,0.7,68.62,26,96,0.11,3.7,0.102,0.111,1.922,0.103,0.15,14.7,0.9,125,18,338,129,0.055,0.85,0.87
Chicken or turkey,"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",5.32,5.47,2.021,14.84,1.1,73.02,85,16,1.16,14.8,0.094,0.057,1.976,0.117,0.05,14.4,5.5,64,14,345,159,0.079,0.98,0.54
Chicken or turkey,"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",5.35,5.48,2.022,15.94,1,71.92,10,14,0.97,9.2,0.092,0.06,2.048,0.113,0.05,15.3,2.5,66,16,339,164,0.078,0.98,0.56
Chicken or turkey pot pie,Chicken or turkey pot pie,5.11,11.85,3.302,19.21,1.1,62.58,34,20,0.53,10.7,0.104,0.041,1.871,0.092,0.11,12.4,1,72,11,393,110,0.042,0.76,0.42
Chicken or turkey,"Chicken or turkey, stuffing, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",7.12,8.74,2.422,13.28,1.3,69.53,183,30,1.2,20.8,0.111,0.113,2.4,0.097,0.08,18.7,5.3,78,14,369,135,0.066,0.86,0.52
Chicken or turkey,"Chicken or turkey,stuffing, and vegetables excluding carrots, broccoli, and dark green leafy; no sauce",7.17,8.75,2.424,14.85,1.2,67.97,76,27,0.92,12.9,0.108,0.118,2.502,0.09,0.08,20,0.9,81,17,361,142,0.065,0.86,0.55
Chicken or turkey,"Chicken or turkey, stuffing, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",5.46,7.18,1.902,11.27,1,74.81,136,25,0.91,15.5,0.089,0.098,1.852,0.078,0.06,14.8,3.9,63,11,380,111,0.054,0.66,0.41
Chicken or turkey,"Chicken or turkey, stuffing, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",5.22,6.82,1.808,11.81,0.8,74.98,54,21,0.67,9.2,0.082,0.096,1.831,0.07,0.06,15,0.7,62,13,355,111,0.05,0.63,0.41
Chicken or turkey,"Chicken or turkey, dumplings, and vegetables including carrots, broccoli, and/or dark green leafy; gravy",5.53,6.57,2.086,11.52,0.9,74.92,87,73,0.78,14,0.097,0.111,1.745,0.069,0.1,14.7,3.8,84,10,344,106,0.041,0.82,0.41
Chicken or turkey,"Chicken or turkey, dumplings, and vegetables excluding carrots, broccoli, and dark green leafy; gravy",5.59,6.16,1.913,12.69,0.8,74.14,10,71,0.53,7.9,0.095,0.115,1.826,0.064,0.1,15.8,0.7,87,12,340,112,0.041,0.82,0.43
Chicken fricassee,"Chicken fricassee, Puerto Rican style",12.14,10.67,3.429,7.13,1.2,67.5,20,18,1.45,10.4,0.077,0.103,3.355,0.234,0.17,36.3,15.9,129,21,754,316,0.083,0.78,0.9
Paella with seafood,Paella with seafood,8.03,4.77,0.626,16.42,0.8,68.8,25,18,0.72,3.9,0.127,0.083,2.278,0.108,1.24,23.6,9.8,87,14,609,112,0.078,1.21,0.69
Seafood stew with potatoes and vegetables excluding carrots,"Seafood stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",8.68,1.65,0.389,5.72,0.8,81.97,41,36,0.59,5.2,0.073,0.063,1.115,0.137,2.43,40.4,29.6,111,20,366,237,0.091,0.75,0.53
Shrimp chow mein or chop suey with noodles,Shrimp chow mein or chop suey with noodles,9.05,4.03,1.137,11.37,1.5,73.82,35,42,1.06,11.6,0.089,0.111,1.675,0.129,0.51,51.6,4.1,123,19,335,142,0.112,1.11,0.7
Shrimp creole,"Shrimp creole, with rice",10.12,3.63,1.218,11.9,0.8,72.87,35,77,0.99,4.3,0.234,0.037,1.037,0.076,0.32,38.1,7.1,106,22,436,114,0.156,1.57,1.06
Tuna pot pie,Tuna pot pie,8.96,13.16,3.314,16.5,1.3,60.07,152,25,1,20.4,0.161,0.159,3.768,0.06,0.47,14.3,1.4,108,16,270,130,0.062,1.32,0.47
Tuna noodle casserole with vegetables,"Tuna noodle casserole with vegetables, cream or white sauce",9.01,6.12,0.843,14.04,0.8,69.64,65,56,0.51,2.3,0.165,0.178,4.32,0.188,0.93,24.6,2.7,114,20,216,171,0.099,1.28,0.65
Fish,"Fish, noodles, and vegetables including carrots, broccoli, and/or dark green leafy; cheese sauce",8.35,5.22,0.709,14.16,1.1,70.8,109,99,0.42,9.5,0.164,0.15,1.426,0.092,0.28,26.8,4.2,123,23,309,120,0.065,0.94,0.78
Fish,"Fish, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",8.39,5.22,0.71,15.32,1.1,69.65,30,97,0.22,3.8,0.162,0.153,1.501,0.086,0.28,27.8,1,126,25,303,125,0.065,0.94,0.8
Bouillabaisse,Bouillabaisse,13.42,3.75,0.601,2.15,0.3,79.2,30,33,0.84,9.4,0.098,0.052,2.111,0.184,2.34,53.6,3.3,169,22,223,281,0.144,0.72,0.78
Oyster pie,Oyster pie,5.38,15.98,3.785,19.95,0.8,57.36,65,73,1.18,11.8,0.163,0.196,1.513,0.042,2.41,27.9,0.4,94,16,292,161,0.835,2.42,11.87
Seafood stew with potatoes and vegetables including carrots,"Seafood stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",8.82,1.34,0.294,5.98,0.9,81.83,74,37,0.57,5,0.073,0.065,1.149,0.132,2.47,41.1,25.7,113,20,373,245,0.091,0.75,0.55
Tuna noodle casserole with vegetables and mushroom sauce,Tuna noodle casserole with vegetables and mushroom sauce,7.97,4.43,1.116,12.97,1,73.41,29,34,0.33,5.6,0.131,0.122,4.076,0.134,0.78,21.9,2.7,92,17,282,144,0.108,1.29,0.58
Codfish with starchy vegetables,"Codfish with starchy vegetables, Puerto Rican style",3.53,5.43,0.62,18.45,2.7,71.46,134,29,1.93,7,0.065,0.038,0.678,0.2,0.09,20.5,5,74,27,51,419,0.118,0.52,0.26
Stewed codfish,"Stewed codfish, Puerto Rican style",10.87,4.02,0.508,8.48,1.3,75.88,8,17,1.27,4.9,0.057,0.048,1.17,0.199,0.99,49.3,18.4,154,20,82,281,0.103,0.63,0.32
Biscayne codfish,"Biscayne codfish, Puerto Rican style",9.2,12.24,1.375,11.08,1.9,65.83,12,23,2.32,9.1,0.07,0.06,1.444,0.262,0.34,38,11.9,107,27,300,408,0.102,0.87,0.38
Stew,"Stew, NFS",5.23,3.98,0.363,8.24,1.2,81.27,41,14,0.29,6.1,0.082,0.06,1.342,0.124,0.43,20.3,3.3,57,12,304,206,0.11,1.75,1.19
Goulash,"Goulash, NFS",15.31,7.4,0.439,8.7,0.9,67.31,35,14,0.62,1.7,0.106,0.124,3.09,0.237,0.79,61.2,2.1,116,18,262,209,0.087,1.73,2.56
Meat pie,"Meat pie, NFS",5.11,11.85,3.302,19.21,1.1,62.58,34,20,0.53,10.7,0.104,0.041,1.871,0.092,0.11,12.4,1,72,11,393,110,0.042,0.76,0.42
Chow mein or chop suey,"Chow mein or chop suey, NS as to type of meat, with noodles",9.91,5.43,1.25,11.15,1.5,72.26,10,19,0.52,11.7,0.101,0.159,3.085,0.128,0.11,29.7,4.2,99,14,408,174,0.053,1.25,0.68
Paella,"Paella, NFS",9.54,7.17,0.993,15.79,0.6,65.17,16,20,0.67,3.5,0.151,0.092,2.666,0.123,1.31,28.5,3,100,15,737,126,0.083,1.27,0.88
Brunswick stew,Brunswick stew,11.26,5.03,1.095,7.32,1.2,75.32,7,17,0.39,3,0.234,0.125,3.073,0.217,0.19,33,3.6,116,22,234,257,0.085,0.73,1.02
